id_transaksi,id_warung,id_produk,tanggal,jam_transaksi,jenis,kategori,nominal,qty,metode_bayar,catatan,jenis_bersih,jam_missing,hari_dalam_minggu,nama_hari,bulan,minggu_ke,is_awal_bulan,is_weekend,jam_encoded
606CD930-013,WRG-001,PRD-001-016,2026-07-02,1900-01-01 11:33:41,Pemasukan,Penjualan,20000.0,10.0,Transfer,,Pemasukan,0,3,Thursday,2026-07,2026-06-29/2026-07-05,1,0,11.0
F44490CB-54F,WRG-004,,2026-09-04,1900-01-01 06:06:29,Pengeluaran,HPP,892662.0,,Cash,Restok telur 1 peti,Pengeluaran,0,4,Friday,2026-09,2026-08-31/2026-09-06,1,0,6.0
E25DBC82-F72,WRG-005,PRD-005-010,2026-05-02,1900-01-01 07:13:20,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,5,Saturday,2026-05,2026-04-27/2026-05-03,1,1,7.0
6E6B23DE-DF9,WRG-002,PRD-002-008,2026-11-03,1900-01-01 15:48:18,Pemasukan,Penjualan,18000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-11,2026-11-02/2026-11-08,1,0,15.0
5662D582-86E,WRG-005,PRD-005-027,2026-07-01,1900-01-01 07:49:25,Pemasukan,Penjualan,12000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2026-07,2026-06-29/2026-07-05,1,0,7.0
C0074291-744,WRG-002,PRD-002-018,2026-06-01,1900-01-01 19:11:05,Pemasukan,Penjualan,5000.0,1.0,Cash,,Pemasukan,0,0,Monday,2026-06,2026-06-01/2026-06-07,1,0,19.0
FFFDCA19-A2F,WRG-004,PRD-004-012,2025-09-10,1900-01-01 15:15:04,Pemasukan,Penjualan,70000.0,5.0,Transfer,,Pemasukan,0,2,Wednesday,2025-09,2025-09-08/2025-09-14,0,0,15.0
7A4CA4C2-10E,WRG-005,PRD-005-025,2025-03-10,1900-01-01 15:13:21,Pemasukan,Penjualan,16000.0,2.0,Cash,,Pemasukan,0,0,Monday,2025-03,2025-03-10/2025-03-16,0,0,15.0
64104103-10B,WRG-002,PRD-002-002,2025-11-12,1900-01-01 05:02:14,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2025-11,2025-11-10/2025-11-16,0,0,5.0
52B35C86-830,WRG-001,PRD-001-018,2026-01-03,1900-01-01 05:56:46,Pemasukan,Penjualan,22000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2026-01,2025-12-29/2026-01-04,1,1,5.0
6200C84F-E86,WRG-004,PRD-004-017,2025-05-11,1900-01-01 17:01:25,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,6,Sunday,2025-05,2025-05-05/2025-05-11,0,1,17.0
FF5F0CF4-257,WRG-004,PRD-004-002,2026-07-02,1900-01-01 07:14:55,Pemasukan,Penjualan,7000.0,2.0,Cash,,Pemasukan,0,3,Thursday,2026-07,2026-06-29/2026-07-05,1,0,7.0
3235AE08-435,WRG-002,PRD-002-009,2026-10-01,1900-01-01 06:55:03,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-10,2026-09-28/2026-10-04,1,0,6.0
D1554FBA-C3B,WRG-002,PRD-002-003,2025-01-11,1900-01-01 11:19:44,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-01,2025-01-06/2025-01-12,0,1,11.0
44B78E87-202,WRG-005,PRD-005-003,2025-06-11,1900-01-01 15:23:31,Pemasukan,Penjualan,24000.0,3.0,QRIS,,Pemasukan,0,2,Wednesday,2025-06,2025-06-09/2025-06-15,0,0,15.0
BDBEF96F-166,WRG-004,PRD-004-009,2026-08-04,1900-01-01 07:34:42,Pemasukan,Penjualan,8000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-08,2026-08-03/2026-08-09,1,0,7.0
5A202D0A-A96,WRG-005,PRD-005-022,2026-05-01,1900-01-01 07:14:13,Pemasukan,Penjualan,15000.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-05,2026-04-27/2026-05-03,1,0,7.0
921B5CDC-71F,WRG-003,,2026-03-01,1900-01-01 06:56:28,Pengeluaran,HPP,973222.0,,Transfer,Belanja ke pasar induk,Pengeluaran,0,6,Sunday,2026-03,2026-02-23/2026-03-01,1,1,6.0
CFB35A74-9F6,WRG-001,PRD-001-015,2026-02-01,1900-01-01 17:00:02,Pemasukan,Penjualan,66000.0,3.0,QRIS,,Pemasukan,0,6,Sunday,2026-02,2026-01-26/2026-02-01,1,1,17.0
0992DF68-0D7,WRG-002,PRD-002-019,2025-06-12,1900-01-01 13:42:50,Pemasukan,Penjualan,7000.0,2.0,QRIS,,Pemasukan,0,3,Thursday,2025-06,2025-06-09/2025-06-15,0,0,13.0
00F0ABC1-C73,WRG-002,PRD-002-014,2026-05-03,1900-01-01 07:34:18,Pemasukan,Penjualan,14000.0,1.0,QRIS,,Pemasukan,0,6,Sunday,2026-05,2026-04-27/2026-05-03,1,1,7.0
9EA1D7FD-E93,WRG-002,PRD-002-026,2026-10-01,,Pemasukan,Penjualan,20000.0,5.0,QRIS,,Pemasukan,1,3,Thursday,2026-10,2026-09-28/2026-10-04,1,0,
BE4B2F82-494,WRG-003,PRD-003-004,2026-08-03,1900-01-01 16:04:50,Pemasukan,Penjualan,4000.0,1.0,QRIS,,Pemasukan,0,0,Monday,2026-08,2026-08-03/2026-08-09,1,0,16.0
E9CBE767-163,WRG-003,PRD-003-003,2025-06-10,1900-01-01 20:18:33,Pemasukan,Penjualan,7000.0,1.0,QRIS,,Pemasukan,0,1,Tuesday,2025-06,2025-06-09/2025-06-15,0,0,20.0
363B0CD1-E05,WRG-004,PRD-004-002,2025-02-11,1900-01-01 09:21:57,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2025-02,2025-02-10/2025-02-16,0,0,9.0
4378AD5E-BB6,WRG-005,PRD-005-005,2026-05-04,1900-01-01 06:43:40,Pemasukan,Penjualan,56000.0,2.0,Cash,,Pemasukan,0,0,Monday,2026-05,2026-05-04/2026-05-10,1,0,6.0
48DCE4DC-671,WRG-003,PRD-003-010,2026-11-04,1900-01-01 11:27:31,Pemasukan,Penjualan,28000.0,2.0,Cash,,Pemasukan,0,2,Wednesday,2026-11,2026-11-02/2026-11-08,1,0,11.0
31FBE8D3-1A8,WRG-004,PRD-004-011,2026-09-04,1900-01-01 18:26:21,Pemasukan,Penjualan,18000.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-09,2026-08-31/2026-09-06,1,0,18.0
5820B38B-6B5,WRG-005,PRD-005-009,2026-05-03,1900-01-01 15:13:41,Pemasukan,Penjualan,25000.0,1.0,Transfer,,Pemasukan,0,6,Sunday,2026-05,2026-04-27/2026-05-03,1,1,15.0
6D92C501-C0D,WRG-004,PRD-004-003,2026-08-01,1900-01-01 11:52:44,Pemasukan,Penjualan,25000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2026-08,2026-07-27/2026-08-02,1,1,11.0
9E07CD14-7F0,WRG-004,PRD-004-018,2026-09-01,1900-01-01 18:44:54,Pemasukan,Penjualan,1000.0,1.0,Transfer,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,18.0
0A0563ED-9E5,WRG-005,PRD-005-017,2026-09-01,1900-01-01 08:58:54,Pemasukan,Penjualan,10000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,8.0
67528994-160,WRG-005,PRD-005-022,2026-12-03,1900-01-01 16:42:45,Pemasukan,Penjualan,15000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-12,2026-11-30/2026-12-06,1,0,16.0
A99D4B53-B3F,WRG-001,PRD-001-020,2026-12-04,1900-01-01 05:12:06,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-12,2026-11-30/2026-12-06,1,0,5.0
6A2DC1C1-B00,WRG-001,PRD-001-021,2026-05-03,1900-01-01 06:14:14,Pemasukan,Penjualan,88000.0,1.0,QRIS,,Pemasukan,0,6,Sunday,2026-05,2026-04-27/2026-05-03,1,1,6.0
70638149-1C4,WRG-003,PRD-003-008,2026-09-01,1900-01-01 16:48:42,Pemasukan,Penjualan,34000.0,1.0,QRIS,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,16.0
1F2D1DBE-9E3,WRG-004,PRD-004-001,2026-06-04,1900-01-01 16:55:10,Pemasukan,Penjualan,56000.0,2.0,QRIS,,Pemasukan,0,3,Thursday,2026-06,2026-06-01/2026-06-07,1,0,16.0
06D2200E-3DC,WRG-001,PRD-001-009,2026-11-04,1900-01-01 17:38:18,Pemasukan,Penjualan,18000.0,2.0,QRIS,,Pemasukan,0,2,Wednesday,2026-11,2026-11-02/2026-11-08,1,0,17.0
0FF7E900-F51,WRG-001,,2025-03-11,1900-01-01 07:53:32,Pengeluaran,HPP,669952.0,,Cash,Beli aqua 1 karton,Pengeluaran,0,1,Tuesday,2025-03,2025-03-10/2025-03-16,0,0,7.0
D8D0F3FF-256,WRG-001,PRD-001-010,2025-02-11,1900-01-01 08:21:50,Pemasukan,Penjualan,12000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2025-02,2025-02-10/2025-02-16,0,0,8.0
C299F0CF-7B6,WRG-005,PRD-005-013,2025-10-11,1900-01-01 11:17:29,Pemasukan,Penjualan,5000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-10,2025-10-06/2025-10-12,0,1,11.0
4EB6D4DB-B1E,WRG-002,PRD-002-013,2025-05-10,1900-01-01 16:23:40,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-05,2025-05-05/2025-05-11,0,1,16.0
3977B6AC-B76,WRG-005,PRD-005-026,2026-08-03,1900-01-01 09:02:39,Pemasukan,Penjualan,8000.0,1.0,Cash,,Pemasukan,0,0,Monday,2026-08,2026-08-03/2026-08-09,1,0,9.0
5BBCDF3B-455,WRG-004,PRD-004-016,2026-06-02,1900-01-01 12:47:03,Pemasukan,Penjualan,14000.0,2.0,Transfer,,Pemasukan,0,1,Tuesday,2026-06,2026-06-01/2026-06-07,1,0,12.0
701D15C3-9F6,WRG-003,PRD-003-003,2025-03-10,1900-01-01 12:10:57,Pemasukan,Penjualan,14000.0,2.0,Cash,,Pemasukan,0,0,Monday,2025-03,2025-03-10/2025-03-16,0,0,12.0
2F01FCF8-27E,WRG-002,PRD-002-015,2026-11-04,1900-01-01 11:59:43,Pemasukan,Penjualan,34000.0,1.0,Transfer,,Pemasukan,0,2,Wednesday,2026-11,2026-11-02/2026-11-08,1,0,11.0
45B8226B-828,WRG-004,PRD-004-007,2025-12-10,1900-01-01 17:19:23,Pemasukan,Penjualan,8000.0,1.0,Transfer,,Pemasukan,0,2,Wednesday,2025-12,2025-12-08/2025-12-14,0,0,17.0
52A96ED8-F3B,WRG-002,PRD-002-016,2026-05-01,1900-01-01 09:04:57,Pemasukan,Penjualan,50000.0,5.0,Cash,,Pemasukan,0,4,Friday,2026-05,2026-04-27/2026-05-03,1,0,9.0
E6E8CDC0-275,WRG-004,PRD-004-019,2025-07-11,1900-01-01 08:13:07,Pemasukan,Penjualan,10500.0,3.0,QRIS,,Pemasukan,0,4,Friday,2025-07,2025-07-07/2025-07-13,0,0,8.0
2E326144-67E,WRG-001,PRD-001-006,2026-04-04,1900-01-01 16:29:07,Pemasukan,Penjualan,50000.0,2.0,Transfer,,Pemasukan,0,5,Saturday,2026-04,2026-03-30/2026-04-05,1,1,16.0
E95E1201-271,WRG-001,PRD-001-006,2025-12-11,1900-01-01 18:22:48,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2025-12,2025-12-08/2025-12-14,0,0,18.0
8FA0DDE6-300,WRG-004,PRD-004-015,2026-09-01,1900-01-01 09:34:01,Pemasukan,Penjualan,34000.0,2.0,Transfer,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,9.0
A3C5FA46-F74,WRG-001,PRD-001-002,2025-12-12,1900-01-01 13:09:25,Pemasukan,Penjualan,17000.0,1.0,Cash,,Pemasukan,0,4,Friday,2025-12,2025-12-08/2025-12-14,0,0,13.0
27286432-C6A,WRG-003,PRD-003-014,2026-01-02,1900-01-01 18:56:43,Pemasukan,Penjualan,10000.0,1.0,Transfer,,Pemasukan,0,4,Friday,2026-01,2025-12-29/2026-01-04,1,0,18.0
BDFAF2E8-671,WRG-002,PRD-002-009,2026-11-02,1900-01-01 07:11:02,Pemasukan,Penjualan,88000.0,3.0,Cash,,Pemasukan,0,0,Monday,2026-11,2026-11-02/2026-11-08,1,0,7.0
9DC68AD0-78B,WRG-003,PRD-003-012,2025-11-11,1900-01-01 09:05:39,Pemasukan,Penjualan,60000.0,5.0,Transfer,,Pemasukan,0,1,Tuesday,2025-11,2025-11-10/2025-11-16,0,0,9.0
F5BE3EF0-C52,WRG-003,,2026-08-04,1900-01-01 09:18:42,Pengeluaran,HPP,1314311.0,,Cash,Beli minyak goreng 1 karton,Pengeluaran,0,1,Tuesday,2026-08,2026-08-03/2026-08-09,1,0,9.0
0152B11F-9A5,WRG-001,PRD-001-013,2025-04-10,1900-01-01 11:03:30,Pemasukan,Penjualan,8000.0,1.0,QRIS,,Pemasukan,0,3,Thursday,2025-04,2025-04-07/2025-04-13,0,0,11.0
B1786AD0-8FF,WRG-001,,2025-10-11,1900-01-01 08:37:44,Pengeluaran,HPP,98583.0,,Transfer,Restok snack & biskuit 1 dus,Pengeluaran,0,5,Saturday,2025-10,2025-10-06/2025-10-12,0,1,8.0
C285CDFE-305,WRG-002,PRD-002-011,2025-01-11,1900-01-01 17:10:11,Pemasukan,Penjualan,8000.0,1.0,Transfer,,Pemasukan,0,5,Saturday,2025-01,2025-01-06/2025-01-12,0,1,17.0
B10EE04E-A66,WRG-004,PRD-004-002,2026-08-03,1900-01-01 15:18:34,Pemasukan,Penjualan,7000.0,2.0,QRIS,,Pemasukan,0,0,Monday,2026-08,2026-08-03/2026-08-09,1,0,15.0
2528DD4F-FDB,WRG-003,PRD-003-021,2026-03-02,1900-01-01 08:59:46,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,0,Monday,2026-03,2026-03-02/2026-03-08,1,0,8.0
9C40F282-445,WRG-004,PRD-004-007,2025-02-10,1900-01-01 20:36:23,Pemasukan,Penjualan,8000.0,1.0,Cash,,Pemasukan,0,0,Monday,2025-02,2025-02-10/2025-02-16,0,0,20.0
48909D89-13C,WRG-002,PRD-002-019,2026-10-04,1900-01-01 12:18:37,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,6,Sunday,2026-10,2026-09-28/2026-10-04,1,1,12.0
514A0D4C-4D5,WRG-004,PRD-004-012,2026-06-01,1900-01-01 13:09:43,Pemasukan,Penjualan,14000.0,1.0,Cash,,Pemasukan,0,0,Monday,2026-06,2026-06-01/2026-06-07,1,0,13.0
26322EDC-88C,WRG-003,PRD-003-010,2026-02-04,1900-01-01 05:50:06,Pemasukan,Penjualan,28000.0,2.0,QRIS,,Pemasukan,0,2,Wednesday,2026-02,2026-02-02/2026-02-08,1,0,5.0
A1895F5D-5DA,WRG-003,PRD-003-004,2026-05-04,1900-01-01 06:44:21,Pemasukan,Penjualan,40000.0,10.0,Cash,,Pemasukan,0,0,Monday,2026-05,2026-05-04/2026-05-10,1,0,6.0
51C59572-F00,WRG-003,PRD-003-014,2026-07-02,1900-01-01 15:19:17,Pemasukan,Penjualan,30000.0,3.0,QRIS,,Pemasukan,0,3,Thursday,2026-07,2026-06-29/2026-07-05,1,0,15.0
5AB6CD10-6A4,WRG-005,PRD-005-007,2025-01-11,1900-01-01 07:41:11,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-01,2025-01-06/2025-01-12,0,1,7.0
729B567C-0D7,WRG-001,PRD-001-009,2026-03-01,1900-01-01 12:56:00,Pemasukan,Penjualan,18000.0,2.0,Cash,,Pemasukan,0,6,Sunday,2026-03,2026-02-23/2026-03-01,1,1,12.0
FFB5AF97-B4F,WRG-004,PRD-004-016,2026-11-03,1900-01-01 15:56:48,Pemasukan,Penjualan,7000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-11,2026-11-02/2026-11-08,1,0,15.0
60908A3E-B2E,WRG-003,PRD-003-023,2026-07-04,1900-01-01 07:15:06,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2026-07,2026-06-29/2026-07-05,1,1,7.0
230D368A-174,WRG-001,PRD-001-007,2025-05-10,1900-01-01 05:34:18,Pemasukan,Penjualan,15000.0,3.0,Cash,,Pemasukan,0,5,Saturday,2025-05,2025-05-05/2025-05-11,0,1,5.0
FF17D514-402,WRG-005,PRD-005-025,2025-09-10,1900-01-01 17:40:24,Pemasukan,Penjualan,8000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2025-09,2025-09-08/2025-09-14,0,0,17.0
CF95A0C2-6C1,WRG-003,PRD-003-007,2025-11-12,1900-01-01 05:24:05,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2025-11,2025-11-10/2025-11-16,0,0,5.0
6E253681-332,WRG-001,PRD-001-015,2026-01-04,1900-01-01 16:40:04,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,6,Sunday,2026-01,2025-12-29/2026-01-04,1,1,16.0
5E32541D-B71,WRG-004,PRD-004-013,2025-09-10,,Pemasukan,Penjualan,8000.0,2.0,QRIS,,Pemasukan,1,2,Wednesday,2025-09,2025-09-08/2025-09-14,0,0,
F67AFEBB-94C,WRG-004,PRD-004-007,2026-01-03,1900-01-01 09:06:48,Pemasukan,Penjualan,16000.0,2.0,QRIS,,Pemasukan,0,5,Saturday,2026-01,2025-12-29/2026-01-04,1,1,9.0
4A82FD91-9DE,WRG-005,PRD-005-019,2025-07-11,1900-01-01 06:45:52,Pemasukan,Penjualan,88000.0,10.0,Cash,,Pemasukan,0,4,Friday,2025-07,2025-07-07/2025-07-13,0,0,6.0
8C60E003-979,WRG-003,PRD-003-015,2025-07-10,1900-01-01 19:58:55,Pemasukan,Penjualan,10000.0,2.0,QRIS,,Pemasukan,0,3,Thursday,2025-07,2025-07-07/2025-07-13,0,0,19.0
4A5FBB50-C29,WRG-002,PRD-002-017,2025-02-11,1900-01-01 09:02:38,Pemasukan,Penjualan,51000.0,3.0,Cash,,Pemasukan,0,1,Tuesday,2025-02,2025-02-10/2025-02-16,0,0,9.0
DB4CF16E-C1E,WRG-005,PRD-005-001,2026-11-04,1900-01-01 06:44:06,Pemasukan,Penjualan,14000.0,1.0,Transfer,,Pemasukan,0,2,Wednesday,2026-11,2026-11-02/2026-11-08,1,0,6.0
1A892148-D5D,WRG-002,PRD-002-010,2025-04-12,1900-01-01 16:47:52,Pemasukan,Penjualan,10000.0,2.0,QRIS,,Pemasukan,0,5,Saturday,2025-04,2025-04-07/2025-04-13,0,1,16.0
583C6F57-D9D,WRG-005,PRD-005-009,2026-01-02,1900-01-01 16:10:34,Pemasukan,Penjualan,50000.0,2.0,Transfer,,Pemasukan,0,4,Friday,2026-01,2025-12-29/2026-01-04,1,0,16.0
8C769B0B-1C8,WRG-003,PRD-003-004,2026-04-01,1900-01-01 08:14:26,Pemasukan,Penjualan,20000.0,5.0,QRIS,,Pemasukan,0,2,Wednesday,2026-04,2026-03-30/2026-04-05,1,0,8.0
C0923F43-9CC,WRG-005,PRD-005-013,2026-03-03,1900-01-01 09:44:10,Pemasukan,Penjualan,15000.0,3.0,QRIS,,Pemasukan,0,1,Tuesday,2026-03,2026-03-02/2026-03-08,1,0,9.0
8CF815DB-0AB,WRG-004,PRD-004-019,2025-03-12,1900-01-01 09:11:30,Pemasukan,Penjualan,3500.0,1.0,Transfer,,Pemasukan,0,2,Wednesday,2025-03,2025-03-10/2025-03-16,0,0,9.0
06DF9613-172,WRG-004,PRD-004-001,2025-03-10,1900-01-01 07:38:31,Pemasukan,Penjualan,28000.0,1.0,QRIS,,Pemasukan,0,0,Monday,2025-03,2025-03-10/2025-03-16,0,0,7.0
079E7412-BD6,WRG-003,PRD-003-021,2025-11-10,1900-01-01 05:06:01,Pemasukan,Penjualan,17500.0,5.0,QRIS,,Pemasukan,0,0,Monday,2025-11,2025-11-10/2025-11-16,0,0,5.0
F0165E21-7FB,WRG-004,PRD-004-015,2025-06-10,1900-01-01 07:59:34,Pemasukan,Penjualan,17000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2025-06,2025-06-09/2025-06-15,0,0,7.0
B958AE15-58F,WRG-005,PRD-005-011,2026-06-03,1900-01-01 08:12:41,Pemasukan,Penjualan,20000.0,5.0,Cash,,Pemasukan,0,2,Wednesday,2026-06,2026-06-01/2026-06-07,1,0,8.0
87DBAF8B-F32,WRG-003,PRD-003-012,2026-04-02,1900-01-01 09:18:06,Pemasukan,Penjualan,12000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-04,2026-03-30/2026-04-05,1,0,9.0
DA6F67CF-44E,WRG-004,PRD-004-001,2025-07-12,1900-01-01 08:35:49,Pemasukan,Penjualan,28000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-07,2025-07-07/2025-07-13,0,1,8.0
EF588434-9D7,WRG-001,PRD-001-002,2025-12-11,1900-01-01 11:59:18,Pemasukan,Penjualan,17000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2025-12,2025-12-08/2025-12-14,0,0,11.0
A5D1337A-3A2,WRG-005,PRD-005-017,2025-03-10,1900-01-01 15:20:44,Pemasukan,Penjualan,20000.0,2.0,Transfer,,Pemasukan,0,0,Monday,2025-03,2025-03-10/2025-03-16,0,0,15.0
77D9FF1B-AEF,WRG-004,PRD-004-013,2026-02-03,1900-01-01 17:43:54,Pemasukan,Penjualan,20000.0,5.0,Cash,,Pemasukan,0,1,Tuesday,2026-02,2026-02-02/2026-02-08,1,0,17.0
06D8D50D-873,WRG-002,PRD-002-015,2025-10-10,1900-01-01 15:24:15,Pemasukan,Penjualan,34000.0,1.0,QRIS,,Pemasukan,0,4,Friday,2025-10,2025-10-06/2025-10-12,0,0,15.0
3626CE6D-67E,WRG-001,PRD-001-002,2025-07-12,1900-01-01 09:35:30,Pemasukan,Penjualan,17000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-07,2025-07-07/2025-07-13,0,1,9.0
E0815747-770,WRG-001,PRD-001-005,2026-09-01,1900-01-01 17:33:53,Pemasukan,Penjualan,5000.0,1.0,Transfer,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,17.0
C706EA3D-3E9,WRG-004,PRD-004-019,2026-06-04,1900-01-01 06:32:04,Pemasukan,Penjualan,7000.0,2.0,Cash,,Pemasukan,0,3,Thursday,2026-06,2026-06-01/2026-06-07,1,0,6.0
DFB5EBC5-C84,WRG-004,PRD-004-008,2026-06-04,1900-01-01 07:05:25,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-06,2026-06-01/2026-06-07,1,0,7.0
A543A2EA-563,WRG-005,PRD-005-007,2026-04-04,1900-01-01 17:51:53,Pemasukan,Penjualan,22000.0,1.0,Transfer,,Pemasukan,0,5,Saturday,2026-04,2026-03-30/2026-04-05,1,1,17.0
68FC9811-13F,WRG-003,PRD-003-012,2025-05-12,1900-01-01 05:28:11,Pemasukan,Penjualan,24000.0,2.0,QRIS,,Pemasukan,0,0,Monday,2025-05,2025-05-12/2025-05-18,0,0,5.0
0A501DD9-66A,WRG-002,PRD-002-003,2026-01-02,1900-01-01 11:31:55,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-01,2025-12-29/2026-01-04,1,0,11.0
977D041E-B61,WRG-005,PRD-005-029,2025-11-10,1900-01-01 06:36:44,Pemasukan,Penjualan,24000.0,2.0,Cash,,Pemasukan,0,0,Monday,2025-11,2025-11-10/2025-11-16,0,0,6.0
C7B85D22-3B6,WRG-003,PRD-003-015,2026-03-02,1900-01-01 07:53:43,Pemasukan,Penjualan,5000.0,1.0,Transfer,,Pemasukan,0,0,Monday,2026-03,2026-03-02/2026-03-08,1,0,7.0
27B51729-3BB,WRG-002,PRD-002-022,2026-09-03,1900-01-01 15:06:43,Pemasukan,Penjualan,28000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-09,2026-08-31/2026-09-06,1,0,15.0
5C4D5155-B60,WRG-001,PRD-001-016,2025-11-11,1900-01-01 20:16:46,Pemasukan,Penjualan,2000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2025-11,2025-11-10/2025-11-16,0,0,20.0
CB9FB2BF-F97,WRG-001,PRD-001-007,2026-01-03,1900-01-01 12:30:36,Pemasukan,Penjualan,5000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2026-01,2025-12-29/2026-01-04,1,1,12.0
4AC992C6-FB9,WRG-003,PRD-003-004,2026-10-04,1900-01-01 06:48:34,Pemasukan,Penjualan,12000.0,3.0,Cash,,Pemasukan,0,6,Sunday,2026-10,2026-09-28/2026-10-04,1,1,6.0
09639038-4F5,WRG-003,PRD-003-010,2025-03-11,1900-01-01 13:00:32,Pemasukan,Penjualan,14000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2025-03,2025-03-10/2025-03-16,0,0,13.0
8E0FA689-725,WRG-003,PRD-003-016,2025-02-11,1900-01-01 06:37:23,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2025-02,2025-02-10/2025-02-16,0,0,6.0
CF5D8257-CDA,WRG-003,,2025-05-10,1900-01-01 09:53:09,Pengeluaran,HPP,1256675.0,,QRIS,Restok minuman botol,Pengeluaran,0,5,Saturday,2025-05,2025-05-05/2025-05-11,0,1,9.0
F1254AD6-C96,WRG-004,PRD-004-010,2026-02-03,1900-01-01 12:03:28,Pemasukan,Penjualan,9000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-02,2026-02-02/2026-02-08,1,0,12.0
538C5BCB-0BD,WRG-002,PRD-002-002,2025-02-10,1900-01-01 11:40:18,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,0,Monday,2025-02,2025-02-10/2025-02-16,0,0,11.0
364FC0C8-A35,WRG-003,PRD-003-018,2026-10-04,1900-01-01 06:57:50,Pemasukan,Penjualan,1000.0,1.0,Cash,,Pemasukan,0,6,Sunday,2026-10,2026-09-28/2026-10-04,1,1,6.0
486A5664-818,WRG-004,PRD-004-015,2026-01-03,1900-01-01 08:51:06,Pemasukan,Penjualan,34000.0,2.0,Cash,,Pemasukan,0,5,Saturday,2026-01,2025-12-29/2026-01-04,1,1,8.0
7DE1FDB7-A93,WRG-002,PRD-002-016,2025-03-11,1900-01-01 15:15:37,Pemasukan,Penjualan,20000.0,2.0,Cash,,Pemasukan,0,1,Tuesday,2025-03,2025-03-10/2025-03-16,0,0,15.0
C5DF2C00-D19,WRG-003,PRD-003-003,2026-10-01,1900-01-01 09:27:37,Pemasukan,Penjualan,7000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-10,2026-09-28/2026-10-04,1,0,9.0
F5994171-C00,WRG-003,PRD-003-016,2026-04-01,1900-01-01 11:55:24,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2026-04,2026-03-30/2026-04-05,1,0,11.0
FB17F179-CFA,WRG-001,PRD-001-007,2025-11-10,1900-01-01 07:03:15,Pemasukan,Penjualan,5000.0,1.0,Cash,,Pemasukan,0,0,Monday,2025-11,2025-11-10/2025-11-16,0,0,7.0
