id_transaksi,id_warung,id_produk,tanggal,jam_transaksi,jenis,kategori,nominal,qty,metode_bayar,catatan
87412B99-0A5,WRG-004,PRD-004-016,2026-02-12,07:35:56,Pemasukan,Penjualan,14000.0,2.0,Cash,
E0ED5DDC-A4F,WRG-001,PRD-001-001,2025-10-04,07:50:36,Pemasukan,Penjualan,8000.0,1.0,Cash,
C3B7CA31-7D0,WRG-004,PRD-004-003,2025-11-23,17:23:18,Pemasukan,Penjualan,50000.0,2.0,Cash,
9BA59605-825,WRG-002,PRD-002-002,2025-10-08,09:45:31,Pemasukan,Penjualan,50000.0,2.0,QRIS,
9A4F56CB-DCD,WRG-003,PRD-003-017,2026-01-02,05:24:43,Pemasukan,Penjualan,3500.0,1.0,QRIS,
2A74EA43-83B,WRG-002,PRD-002-017,2025-10-01,06:58:30,Pemasukan,Penjualan,34000.0,2.0,Trasfer,
266F08E9-675,WRG-005,PRD-005-021,2025-10-05,09:54:13,Pemasukan,Penjualan,102000.0,3.0,Cash,
1F8094D4-072,WRG-004,PRD-004-013,2026-02-27,18:38:47,Pemasukan,Penjualan,20000.0,5.0,Cash,
E57DAC52-E96,WRG-001,PRD-001-010,2025-12-26,09:51:56,Pemasukan,Penjualan,120000.0,10.0,Cash,
07DE45E0-7C3,WRG-003,PRD-003-018,2026-04-08,08:53:08,Pemasukan,Penjualan,1000.0,1.0,QRIS,
0F2800F0-D13,WRG-005,PRD-005-020,2026-03-08,08:07:44,Pemasukan,Penjualan,4000.0,2.0,Cash,
66847FA4-921,WRG-002,PRD-002-024,2026-02-01,13:18:28,Pemasukan,Penjualan,7000.0,1.0,CASH,
03E6B56E-7D9,WRG-003,PRD-003-003,2025-12-28,11:37:42,Pemasukan,Penjualan,14000.0,2.0,QRIS,
3578B6EE-2A9,WRG-002,PRD-002-009,2026-03-02,06:45:56,Pemasukan,Penjualan,145000.0,1.0,Cash,
81495106-3B6,WRG-005,PRD-005-009,2026-04-18,11:55:12,PEMASUKAN,Penjualan,25000.0,1.0,Cash,
4F84B609-190,WRG-001,PRD-001-008,2026-01-22,11:22:25,Pemasukan,Penjualan,18000.0,1.0,QRIS,
8CDFC232-0EE,WRG-002,PRD-002-001,2026-01-12,07:33:47,Pemasukan,Penjualan,2000.0,1.0,QRIS,
BE43F0CA-0C8,WRG-001,PRD-001-010,2026-01-03,16:07:26,Pemasukan,Penjualan,36000.0,3.0,Cash,
9AF3069A-1A9,WRG-004,,2025-12-01,07:59:11,Pengeluaran,HPP,624112.0,,Cash,Restok rokok ke agen
56EB5D35-1E8,WRG-001,PRD-001-015,2025-10-30,06:56:38,Pemasukan,Penjualan,22000.0,1.0,Cash,
1842D151-8BB,WRG-005,PRD-005-009,2025-11-30,16:13:22,pemasukan,Penjualan,50000.0,2.0,cash,
011890FE-F9F,WRG-004,,2026-02-17,13:45:58,Pengeluaran,Operasional,82143.0,,Cash,
7B2C251D-5CA,WRG-005,PRD-005-003,2025-11-12,11:49:51,Pemasukan,Penjualan,8000.0,1.0,Cash,
739B930C-921,WRG-002,PRD-002-010,2026-03-09,09:34:00,Pemasukan,Penjualan,5000.0,1.0,,
B45C242B-FE6,WRG-003,PRD-003-017,2026-02-08,09:39:12,Pemasukan,Penjualan,3500.0,1.0,QRIS,
76313266-ADD,WRG-003,PRD-003-010,2025-12-27,16:49:01,Pemasukan,Penjualan,70000.0,5.0,Cash,
09339DC3-F3C,WRG-003,PRD-003-004,2026-03-25,07:53:22,Pemasukan,Penjualan,12000.0,3.0,Transfer,
96882006-734,WRG-005,PRD-005-012,2025-11-07,06:00:01,Pemasukan,Penjualan,84000.0,3.0,Cash,
91F4B4D7-EAB,WRG-005,PRD-005-008,2026-03-10,07:46:32,Pemasukan,Penjualan,35000.0,5.0,QRIS,
BFDFCC2C-C0D,WRG-001,PRD-001-007,2026-04-11,17:49:13,PEMASUKAN,Penjualan,5000.0,1.0,QRIS,
BCBF2016-7F3,WRG-001,PRD-001-015,2025-10-03,16:57:18,Pemasukan,Penjualan,22000.0,1.0,Transfer,
D93D01C9-214,WRG-001,PRD-001-021,2025-10-05,15:18:22,Pemasukan,Penjualan,95000.0,1.0,QRIS,
F8B24F01-DD4,WRG-005,PRD-005-005,2026-04-08,08:52:33,Pemasukan,Penjualan,28000.0,1.0,Cash,
F90E6D02-B50,WRG-003,PRD-003-010,2025-11-19,12:30:40,Pemasukan,Penjualan,14000.0,1.0,Cash,
A36EEE59-F1B,WRG-003,PRD-INVALID-999,2025-10-14,15:57:36,Pemasukan,Penjualan,30000.0,2.0,Cash,
0B5E0B55-268,WRG-002,PRD-002-024,2026-02-10,13:29:12,Pemasukan,Penjualan,70000.0,10.0,Cash,
316F663F-096,WRG-005,PRD-005-003,2025-12-25,16:26:54,Pemasukan,Penjualan,8000.0,1.0,QRIS,
A01A4A51-7BA,WRG-002,PRD-002-012,2025-12-20,11:41:08,Pemasukan,Penjualan,7000.0,2.0,Cash,
B448F203-937,WRG-004,PRD-004-002,2026-04-03,16:44:09,Pemasukan,Penjualan,,5.0,QRIS,
D3544C43-757,WRG-002,PRD-002-001,2026-02-21,05:33:41,Pemasukan,Penjualan,2000.0,1.0,Cash,
54C6A33F-E4E,WRG-003,PRD-003-017,2026-02-05,16:18:25,Pemasukan,Penjualan,7000.0,2.0,Cash,
E27E0BFC-939,WRG-002,PRD-002-023,2026-02-05,11:31:09,Pemasukan,Penjualan,66000.0,3.0,Cash,
7BCD565E-E30,WRG-002,PRD-002-012,2026-03-16,05:53:11,Pemasukan,Penjualan,3500.0,1.0,Transfer,
2BAD4E0B-CF5,WRG-004,PRD-004-008,2026-01-02,08:58:17,Pemasukan,Penjualan,145000.0,1.0,Cash,
84DC8AE4-71C,WRG-002,PRD-002-020,2026-03-26,07:21:27,Pemasukan,Penjualan,12000.0,1.0,Transfer,
B86E840D-BB1,WRG-001,PRD-001-021,2025-10-31,16:31:32,Pemasukan,Penjualan,95000.0,1.0,QRIS,
F3F93434-A50,WRG-001,PRD-001-009,2025-11-07,07:28:36,Pemasukan,Penjualan,9000.0,1.0,QRIS,
D26AC381-C73,WRG-001,,2025-10-06,07:32:59,Pengeluaran,HPP,732168.0,,tf,Restok gula & tepung
4AA72FC9-24F,WRG-005,PRD-005-008,2025-10-28,06:41:00,Pemasukan,Penjualan,7000.0,1.0,Cash,
6DE532A0-727,WRG-001,PRD-001-009,2025-12-17,05:02:09,Pemasukan,Penjualan,45000.0,5.0,QRIS,
1D2315D1-FD2,WRG-005,PRD-005-002,2025-10-09,11:14:48,Pemasukan,Penjualan,145000.0,1.0,QRIS,
77317FF3-52E,WRG-003,PRD-003-002,2025-11-28,05:42:31,Pemasukan,Penjualan,17000.0,1.0,Transfer,
A72F7606-024,WRG-002,PRD-002-003,2025-12-06,08:47:39,Pemasukan,Penjualan,22000.0,1.0,Cash,
FD01F1D7-50B,WRG-004,PRD-004-010,2025-11-07,08:49:57,Pemasukan,Penjualan,90000.0,10.0,Cash,
4594B085-847,WRG-001,PRD-001-009,2025-11-06,09:28:40,Pemasukan,Penjualan,18000.0,2.0,Cash,
ADAA39E3-011,WRG-005,PRD-005-004,2026-04-06,17:42:28,Pemasukan,Penjualan,54000.0,3.0,Cash,
9760800D-7EC,WRG-003,PRD-003-003,2026-03-10,07:54:38,Pemasukan,Penjualan,14000.0,2.0,Cash,
DD9FEA5C-DA0,WRG-002,PRD-002-013,2025-12-31,08:28:12,Pemasukan,Penjualan,22000.0,1.0,QRIS,
9553FFD2-47D,WRG-002,PRD-002-019,2025-12-23,19:11:51,Pemasukan,Penjualan,17500.0,5.0,,
11B5D129-46A,WRG-005,PRD-005-017,2026-02-14,09:48:34,Pemasukan,Penjualan,10000.0,1.0,Transfer,
A812D060-C2B,WRG-003,PRD-003-016,2026-03-01,15:59:01,Pemasukan,Penjualan,95000.0,1.0,Cash,
8BA50930-645,WRG-003,,2025-11-24,09:50:37,Pengeluaran,HPP,400381.0,,Cash,Beli minyak goreng 1 karton
517B41AB-63F,WRG-002,PRD-002-022,2025-10-15,07:50:14,Pemasukan,Penjualan,28000.0,1.0,QRIS,
3BADD3F9-235,WRG-002,PRD-002-026,2026-03-31,16:58:54,Pemasukan,Penjualan,20000.0,5.0,Cash,
077DF439-E44,WRG-003,PRD-003-018,2025-11-25,08:46:49,Pemasukan,Penjualan,1000.0,1.0,QRIS,
9E61E040-F77,WRG-004,PRD-004-006,2025-12-11,09:37:59,Pemasukan,Penjualan,10500.0,3.0,Cash,
B08764F9-1A6,WRG-004,PRD-004-010,2026/02/08,08:26:20,Pemasukan,Penjualan,9000.0,1.0,qris,
E24257AE-54A,WRG-001,PRD-001-006,13/12/2025,17:11:35,Pemasukan,Penjualan,25000.0,1.0,scan,
DB7A25DA-C38,WRG-001,PRD-001-010,2026-04-08,11:18:20,Pemasukan,Penjualan,24000.0,2.0,Cash,
0F45391C-669,WRG-005,PRD-005-019,2025-12-22,12:03:15,Pemasukan,Penjualan,285000.0,3.0,QRIS,
62529DFE-DAB,WRG-005,PRD-005-022,2026-01-01,07:44:15,pemasukan,Penjualan,15000.0,1.0,Cash,
12088C5F-FC6,WRG-003,PRD-003-001,2025-11-19,15:17:03,Pemasukan,Penjualan,8000.0,1.0,,
09CF359D-4C3,WRG-002,PRD-002-022,2026-04-09,08:33:25,Pemasukan,Penjualan,28000.0,1.0,Cash,
600C5D0B-290,WRG-003,PRD-003-002,2026-03-01,09:46:37,Pemasukan,Penjualan,17000.0,1.0,QRIS,
69777840-4F8,WRG-002,PRD-002-019,2025-12-10,12:39:24,Pemasukan,Penjualan,3500.0,1.0,Cash,
3B964C8C-0A2,WRG-003,PRD-003-016,2025-11-19,12:06:05,Pemasukan,Penjualan,190000.0,2.0,Cash,
FBE9C47D-2F4,WRG-005,,2026-02-21,09:32:33,Pengeluaran,Operasional,83467.0,,Cash,Bayar air PDAM
F9BC18B6-CFF,WRG-002,PRD-002-020,2025-10-19,15:52:37,Pemasukan,Penjualan,36000.0,3.0,QRIS,
86AD979E-3DE,WRG-003,PRD-003-016,2026-03-08,15:59:00,Pemasukan,Penjualan,475000.0,5.0,QRIS,
4128A887-689,WRG-002,PRD-002-002,2026-01-26,16:00:21,Pemasukan,Penjualan,25000.0,1.0,Cash,
6D542405-18F,WRG-003,PRD-003-007,2026-04-08,17:49:27,Pemasukan,Penjualan,145000.0,1.0,QRIS,
85CDA27D-034,WRG-001,PRD-001-009,2025-10-05,19:28:48,Pemasukan,Penjualan,18000.0,2.0,Cash,
81648A52-607,WRG-002,PRD-002-019,2026-02-01,17:36:55,Pemasukan,Penjualan,3500.0,1.0,Cash,
7835476D-6F3,WRG-005,,2025-12-10,07:44:53,Pengeluaran,Operasional,13372.0,,Cash,Bayar air PDAM
884EF24D-E84,WRG-002,PRD-002-002,2026-03-23,15:54:37,Pemasukan,Penjualan,25000.0,1.0,Cash,
BE543A8D-50B,WRG-002,PRD-002-023,2026-04-03,05:29:00,Pemasukan,Penjualan,66000.0,3.0,QRIS,
4BACAB83-112,WRG-001,PRD-001-020,2026-04-07,15:39:19,Pemasukan,Penjualan,3500.0,1.0,QRIS,
4AF274E5-C59,WRG-003,PRD-003-021,2025-10-08,13:53:10,Pemasukan,Penjualan,3500.0,1.0,Cash,
52BC5D43-A7C,WRG-003,PRD-003-016,2025-11-12,17:49:45,Pemasukan,Penjualan,475000.0,5.0,Cash,
F8B05DF6-191,WRG-005,PRD-005-020,2025-11-05,19:03:49,Pemasukan,Penjualan,2000.0,1.0,QRIS,
14894F7C-305,WRG-001,PRD-001-020,2025-10-17,09:46:21,Pemasukan,Penjualan,3500.0,1.0,QRIS,
1322887C-21F,WRG-004,PRD-004-009,2026-03-03,09:34:39,Pemasukan,Penjualan,16000.0,2.0,Cash,
D0FAC44F-21F,WRG-003,PRD-003-018,2026-03-30,12:26:28,Pemasukan,Penjualan,2000.0,2.0,Transfer,
22015F0C-474,WRG-003,PRD-003-016,2025-10-14,09:55:40,Pemasukan,Penjualan,190000.0,2.0,Cash,
18335C6A-5A6,WRG-002,PRD-002-008,2026-03-07,15:14:26,Pemasukan,Penjualan,,2.0,Cash,
60EAC614-345,WRG-005,PRD-005-029,2026-01-07,05:20:55,Pemasukan,Penjualan,24000.0,2.0,scan,
AC6BF109-24B,WRG-004,PRD-004-002,2025/11/09,20:21:26,Pemasukan,Penjualan,17500.0,5.0,QRIS,
0E90045D-708,WRG-005,PRD-005-025,2025-12-19,05:33:50,Pemasukan,Penjualan,8000.0,1.0,Transfer,
D4998D7B-063,WRG-001,PRD-001-006,2025-11-18,09:27:34,Pemasukan,Penjualan,,1.0,tunai,
C36CE5AF-82A,WRG-004,PRD-004-011,2026-04-01,16:54:13,Pemasukan,Penjualan,36000.0,2.0,Cash,
33506471-0F7,WRG-002,PRD-002-003,2025-12-05,06:58:57,Pemasukan,Penjualan,22000.0,1.0,Cash,
3047BA5C-4EA,WRG-005,,2025-10-13,08:09:35,Pengeluaran,HPP,930238.0,,TF,Belanja ke pasar induk
9419262A-A7C,WRG-003,PRD-003-022,2026-01-20,05:03:48,Pemasukan,Penjualan,8000.0,1.0,Cash,
8C313186-C06,WRG-001,PRD-001-006,2026-02-12,09:54:02,Pemasukan,Penjualan,25000.0,1.0,Transfer,
071FD747-4C9,WRG-001,PRD-001-009,2025-12-25,12:45:47,Pemasukan,Penjualan,18000.0,2.0,Transfer,
E817E55A-D59,WRG-002,PRD-002-023,2026-02-10,08:41:35,Pemasukan,Penjualan,22000.0,1.0,QRIS,
AABB14B8-DEC,WRG-002,PRD-002-019,2026-04-07,08:08:10,Pemasukan,Penjualan,3500.0,1.0,Cash,
9B3A14AA-EBB,WRG-003,PRD-003-011,2025-10-30,15:36:42,Pemasukan,Penjualan,12000.0,1.0,Cash,
D5F5ED6A-F9E,WRG-004,PRD-004-002,2026-02-14,07:53:42,Pemasukan,Penjualan,7000.0,2.0,Cash,
6FE8C7DA-E1A,WRG-003,PRD-003-003,2025-10-16,05:29:07,Pemasukan,Penjualan,7000.0,1.0,Cash,
C6B735EA-056,WRG-002,PRD-002-016,2025-11-17,09:47:53,Pemasukan,Operasional,30000.0,3.0,Transfer,
E39750F6-356,WRG-003,PRD-003-015,2025-12-16,17:38:17,Pemasukan,Penjualan,5000.0,1.0,Cash,
D85C342F-AC6,WRG-002,PRD-002-015,2025-10-01,08:08:44,Pemasokan,Penjualan,68000.0,2.0,Cash,
AA3C4C32-C20,WRG-002,PRD-002-020,2025-12-04,13:15:43,Pemasukan,Penjualan,36000.0,3.0,Transfer,
DBBE7697-6A6,WRG-002,PRD-002-012,2026-02-07,12:17:47,Pemasukan,Penjualan,3500.0,1.0,Cash,
F09D6DDF-EA9,WRG-002,PRD-002-024,2025/12/08,09:35:59,Pemasukan,Penjualan,35000.0,5.0,,
BEF4A947-91B,WRG-002,,2025-12-28,09:27:12,Pengeluaran,HPP,447215.0,,Cash,Beli gas LPG 3kg isi 10
79D452F3-A19,WRG-001,PRD-001-016,2026-04-07,12:25:56,Pemasukan,Penjualan,2000.0,1.0,QRIS,
A3C72B34-860,WRG-004,PRD-004-017,2026-01-01,07:34:41,Pemasukan,Penjualan,7000.0,2.0,Cash,
3E9FBCE1-210,WRG-005,PRD-005-005,2025-10-15,17:56:16,Pemasukan,Penjualan,28000.0,1.0,Cash,
71AD34FC-059,WRG-005,PRD-005-027,2026-04-11,,Pemasukan,Penjualan,12000.0,1.0,Transfer,
452AB98F-9C0,WRG-002,PRD-002-016,2026-04-01,,Pemasukan,Penjualan,10000.0,1.0,Cash,
5FABD1C6-269,WRG-002,PRD-002-014,2026-02-28,,Pemasukan,Penjualan,42000.0,3.0,QRIS,
EE44A4F6-888,WRG-003,PRD-003-002,2025-12-17,11:25:18,Pemasukan,Penjualan,17000.0,1.0,Cash,
4E3B60F7-DAD,WRG-005,PRD-INVALID-999,2026-03-17,12:41:25,Pemasukan,Penjualan,9000.0,1.0,Cash,
6F00E79B-4C9,WRG-001,PRD-001-016,2025-12-19,17:16:31,Pemasukan,Penjualan,2000.0,1.0,Cash,
693ED680-E55,WRG-001,PRD-001-005,2026-01-25,12:18:46,Pemasukan,Penjualan,5000.0,1.0,QRIS,
223AF96B-0F2,WRG-003,PRD-003-010,2026-03-14,16:16:57,Pemasukan,Penjualan,14000.0,1.0,Transfer,
C18164A0-312,WRG-005,PRD-005-005,2025-11-07,17:22:05,Pemasukan,Penjualan,28000.0,1.0,Cash,
51ED2AF1-3AA,WRG-001,PRD-001-021,2025-10-06,15:47:21,Pemasukan,Penjualan,190000.0,2.0,qris,
8FC12B06-9EF,WRG-003,PRD-003-010,2025-11-22,15:06:36,Pemasukan,Penjualan,28000.0,2.0,Cash,
9927A988-5A5,WRG-005,PRD-005-017,2026-01-01,15:50:50,Pemasukan,Penjualan,30000.0,3.0,Cash,
2C82CE86-35A,WRG-004,PRD-004-002,2026-01-24,06:41:10,Pemasukan,Penjualan,3500.0,1.0,Cash,
A170BBAD-707,WRG-003,PRD-003-015,2026-03-22,17:56:47,Pemasukan,Penjualan,50000.0,10.0,Cash,
DBC7EA6D-2E6,WRG-001,PRD-001-009,2025-10-25,06:54:46,Pemasukan,Penjualan,9000.0,1.0,Cash,
5BDEAA60-D66,WRG-005,PRD-005-008,2026-02-11,17:34:58,Pemasukan,Penjualan,7000.0,1.0,QRIS,
84930EC1-28D,WRG-003,PRD-003-010,2026-01-21,09:02:02,Pemasukan,Penjualan,14000.0,1.0,Cash,
7D4583E6-D48,WRG-005,PRD-005-004,2025-11-09,11:44:43,Pemasukan,Penjualan,36000.0,2.0,Cash,
239C30B5-149,WRG-003,PRD-003-010,2025-12-22,15:19:59,Pemasukan,Penjualan,14000.0,1.0,Cash,
47BF8551-EEC,WRG-003,PRD-003-012,2026-02-20,15:16:48,Pemasukan,Penjualan,12000.0,1.0,QRIS,
110A6DA5-0A7,WRG-001,PRD-001-004,2025-10-01,15:24:55,Pemasukan,Penjualan,34000.0,1.0,Cash,
54F0ECCF-546,WRG-005,PRD-005-006,2026-03-23,17:26:04,Pemasukan,Penjualan,10500.0,3.0,Cash,
68A0F4D2-C46,WRG-004,PRD-004-010,2025-11-26,18:31:47,Pemasukan,Penjualan,18000.0,2.0,Cash,
13F25488-089,WRG-001,PRD-001-007,2026-01-15,05:45:35,Pemasukan,Penjualan,5000.0,1.0,Transfer,
B8A2D87D-749,WRG-005,PRD-005-003,2026-02-01,09:58:04,Pemasukan,Penjualan,8000.0,1.0,Transfer,
DB6E3D94-66A,WRG-002,,2025-12-30,07:59:03,Pengeluaran,Operasional,26692.0,,Cash,Beli kantong kresek
876F1706-C66,WRG-001,PRD-001-006,2026-01-18,15:30:43,Pemasukan,Penjualan,,3.0,QRIS,
C0CC599A-6C0,WRG-005,PRD-005-012,2026-03-02,,Pemasukan,Penjualan,56000.0,2.0,Cash,
A3CBAE74-AF6,WRG-004,PRD-004-016,2026-04-01,09:07:12,Pemasukan,Penjualan,35000.0,5.0,Transfer,
1091A755-3FA,WRG-001,PRD-001-004,2026-02-12,16:17:24,Pemasukan,Penjualan,34000.0,1.0,cash,
49CE6352-E8D,WRG-002,PRD-002-023,2026-02-03,06:28:06,Pemasukan,Penjualan,66000.0,3.0,Tunai,
FA7462EA-9CC,WRG-004,PRD-004-011,2026-04-06,08:01:06,Pemasukan,Penjualan,18000.0,1.0,QRIS,
E14161D2-507,WRG-002,PRD-002-011,2025-10-03,07:18:31,Pemasukan,Penjualan,8000.0,1.0,QRIS,
3F413439-039,WRG-004,PRD-004-013,2026-02-14,15:52:01,Pemasukan,Penjualan,4000.0,1.0,Cash,
4DCD79D8-2BE,WRG-003,PRD-003-016,2026-02-16,06:52:59,masuk,Penjualan,95000.0,1.0,Cash,
21851DCE-82C,WRG-001,PRD-001-010,2025-12-18,,Pemasukan,Penjualan,12000.0,1.0,Cash,
AEC48844-A80,WRG-005,PRD-005-028,2026-03-19,08:10:24,Pemasukan,Penjualan,27000.0,3.0,Cash,
5BCAF6DB-EB2,WRG-003,PRD-003-022,2026-04-15,,Pemasukan,Penjualan,8000.0,1.0,,
E111E4AF-60B,WRG-004,PRD-004-011,2025-10-11,12:01:05,Pemasukan,Penjualan,18000.0,1.0,QRIS,
E54C018A-A44,WRG-005,PRD-005-003,2025-10-17,09:00:16,Pemasukan,Penjualan,8000.0,1.0,Transfer,
71D5A748-FE9,WRG-002,PRD-002-028,2025-12-06,16:55:28,Pemasukan,Penjualan,8000.0,1.0,Transfer,
26CDE8BF-2FA,WRG-005,PRD-005-017,2025-10-09,08:38:20,Pemasukan,Penjualan,10000.0,1.0,QRIS,
23A790CA-E05,WRG-002,PRD-002-027,2026-03-05,07:11:59,pemasukan,Penjualan,150000.0,2.0,Cash,
0E9768DE-325,WRG-004,PRD-004-010,2025-12-01,17:31:41,Pemasukan,Penjualan,9000.0,1.0,QRIS,
70D584B0-F7E,WRG-003,PRD-003-022,2026-03-22,09:14:46,Pemasukan,Penjualan,8000.0,1.0,Cash,
EE25FA29-66C,WRG-003,PRD-003-007,2026-03-31,18:14:41,Pemasukan,Penjualan,145000.0,1.0,Trasfer,
CFFF5818-059,WRG-004,PRD-004-003,2025-11-18,16:34:42,Pemasukan,Penjualan,25000.0,1.0,Cash,
9CF6263B-170,WRG-002,PRD-002-022,2026-03-06,17:04:14,Pemasukan,Penjualan,28000.0,1.0,Cash,
368DB157-2A5,WRG-004,PRD-004-014,2026-04-01,08:04:45,Pemasukan,Penjualan,4000.0,2.0,Cash,
0B00AD2B-F85,WRG-001,PRD-001-011,2025-10-18,16:43:30,Pemasukan,Penjualan,290000.0,2.0,Cash,
A1FC7365-68B,WRG-002,PRD-002-016,2026-03-20,05:05:40,Pemasukan,Penjualan,30000.0,3.0,Cash,
3F0D7796-B12,WRG-002,PRD-002-022,2026-04-05,08:41:05,Pemasukan,Penjualan,28000.0,1.0,QRIS,
4A3C87C7-BF1,WRG-003,PRD-003-016,2026-02-28,11:12:03,Pemasukan,Penjualan,950000.0,10.0,Cash,
F21CDF2A-89C,WRG-001,PRD-001-009,13-01-2026,11:00:11,Pemasukan,HPP,90000.0,10.0,Transfer,
23041FF3-66C,WRG-002,PRD-002-013,2025-11-27,05:45:24,Pemasukan,Penjualan,22000.0,1.0,QRIS,
67C2D18B-755,WRG-004,PRD-004-010,2026-04-01,,Pemasukan,Penjualan,18000.0,2.0,QRIS,
622472A0-851,WRG-002,PRD-002-013,2025-12-25,17:45:51,Pemasukan,Penjualan,44000.0,2.0,Cash,
0151F6CF-6E5,WRG-005,PRD-005-020,2026-04-11,07:52:18,PEMASUKAN,Penjualan,4000.0,2.0,QRIS,
C31F282B-C37,WRG-002,PRD-002-018,2025-11-07,08:58:09,Pemasukan,Penjualan,10000.0,2.0,tf,
0AAF2103-D7D,WRG-002,,2025-12-19,07:09:22,Pengeluaran,HPP,679001.0,,Cash,
1AD574FB-979,WRG-001,PRD-001-020,2026-03-07,05:40:54,Pemasukan,Penjualan,10500.0,3.0,QRIS,
60F9B56A-3AD,WRG-004,PRD-004-018,2025-12-05,06:57:45,Pemasukan,Penjualan,1000.0,1.0,Cash,
9B012615-118,WRG-004,PRD-004-008,2025-10-21,09:28:43,Pemasukan,Penjualan,290000.0,2.0,QRIS,
C6187240-281,WRG-002,PRD-002-007,2025-12-22,15:47:03,Pemasukan,Penjualan,1000.0,1.0,Transfer,
E3B9FFA8-DF1,WRG-001,,2025-10-26,07:13:27,Pengeluaran,Operasional,37949.0,,Cash,Beli selotip & alat tulis
094D1299-653,WRG-002,PRD-002-026,2025-12-06,11:36:15,Pemasukan,Penjualan,4000.0,1.0,Cash,
16634363-A01,WRG-001,PRD-001-007,2026-04-15,15:15:41,Pemasokan,Penjualan,5000.0,1.0,Cash,
E5DDB9F5-BC1,WRG-003,PRD-003-014,2025-10-05,08:54:04,Pemasukan,Penjualan,30000.0,3.0,qr,
36994178-87E,WRG-004,PRD-004-017,2026-01-08,09:39:40,Pemasukan,Penjualan,17500.0,5.0,QRIS,
5DF34573-52F,WRG-005,PRD-005-001,2026-01-13,08:41:43,pemasukan,HPP,28000.0,2.0,Transfer,
223713E0-C1E,WRG-003,,2026-01-22,09:05:49,Pengeluaran,HPP,480323.0,,Cash,Ambil indomie 2 dus ke distributor
C71746B2-352,WRG-001,PRD-001-011,2026-01-09,07:44:21,Pemasukan,Penjualan,145000.0,1.0,QRIS,
1018CB0B-680,WRG-001,PRD-001-018,2026-02-22,05:26:07,PEMASUKAN,Penjualan,44000.0,2.0,Cash,
DA62B32A-3B6,WRG-001,PRD-001-012,2026-04-17,09:30:59,Pemasukan,Penjualan,75000.0,1.0,Cash,
3921D2AB-30B,WRG-005,PRD-005-024,2025-11-07,07:22:04,Pemasukan,Penjualan,3500.0,1.0,Cash,
8C983EE0-241,WRG-001,PRD-001-009,2025-12-21,06:43:10,Pemasukan,Penjualan,18000.0,2.0,QRIS,
F33C187F-3DB,WRG-005,PRD-005-001,01/10/2025,07:47:31,Pemasukan,Penjualan,14000.0,1.0,Cash,
C64ED6E1-E24,WRG-001,PRD-001-020,2026-04-09,12:29:14,Pemasukan,Penjualan,3500.0,1.0,Transfer,
9398F970-500,WRG-001,PRD-001-011,2026-03-23,16:48:47,Pemasukan,Penjualan,145000.0,1.0,QRIS,
24DA5326-4DF,WRG-002,PRD-002-028,2026-04-07,05:04:13,Pemasukan,Penjualan,8000.0,1.0,Cash,
0FE2B67C-1C8,WRG-002,PRD-002-010,2026-03-23,11:53:16,Pemasukan,Penjualan,5000.0,1.0,QRIS,
CD820F80-723,WRG-005,PRD-005-012,2026-03-27,09:24:11,Pemasukan,Penjualan,28000.0,1.0,cash ,
DA04F559-2EA,WRG-004,PRD-004-010,2026-04-08,16:35:36,Pemasukan,Penjualan,18000.0,2.0,Cash,
D6C71272-D98,WRG-002,PRD-002-013,2025-10-10,08:31:24,pemasukan,Penjualan,22000.0,1.0,QRIS,
A4D7B80E-DF9,WRG-002,PRD-002-018,2025-11-07,15:03:28,Pemasukan,Penjualan,25000.0,5.0,,
F2A12E65-72D,WRG-001,PRD-001-001,2026-02-18,05:28:06,Pemasukan,Penjualan,8000.0,1.0,Transfer,
0253D25A-AB8,WRG-005,PRD-005-012,2025-10-23,07:46:17,Pemasukan,Penjualan,56000.0,2.0,QRIS,
E5DC1A60-D92,WRG-004,PRD-004-016,2025-12-28,15:50:20,Pemasukan,Penjualan,7000.0,1.0,Cash,
0308E9D4-E2B,WRG-005,PRD-005-013,2026-02-26,05:29:40,Pemasukan,Penjualan,5000.0,1.0,Cash,
AB9CDDFC-670,WRG-001,PRD-001-007,2025-12-10,06:49:21,Pemasukan,Penjualan,5000.0,1.0,Cash,
576FB134-083,WRG-003,PRD-003-021,2025-12-13,15:47:29,Pemasukan,Penjualan,10500.0,3.0,Transfer,
5E06BA5B-1D9,WRG-003,PRD-003-002,2025-11-22,12:10:23,Pemasukan,Penjualan,17000.0,1.0,Cash,
0477B508-564,WRG-003,,2026-03-13,14:40:50,keluar,HPP,1056744.0,,Transfer,Beli aqua 1 karton
2D28C9C2-37F,WRG-005,PRD-005-018,2025-11-02,11:46:28,Pemasukan,Penjualan,22000.0,1.0,QRIS,
A26F97A9-671,WRG-004,PRD-004-001,2026-01-25,09:00:14,Pemasukan,Penjualan,28000.0,1.0,QRIS,
4F0949B1-0F2,WRG-001,PRD-001-010,2026-03-07,06:42:48,Pemasukan,Penjualan,60000.0,5.0,QRIS,
A5FA719D-A47,WRG-004,PRD-004-016,2026-02-06,16:23:49,Pemasukan,Penjualan,7000.0,1.0,QRIS,
8D1E9BCD-7E8,WRG-003,PRD-003-003,2026-01-29,13:26:46,Pemasukan,Penjualan,14000.0,2.0,Transfer,
